treatment,distanceft,distancem,DAT,rep,injury,height,stand count 10 ft,injured plants 10 ft,quadrant
1,8,2.4,28,3,0,60,,,
1,9,2.7,28,3,0,63,,,
1,10,3,28,3,0,67,,,
1,11,3.4,28,3,0,67,,,
1,12,3.7,28,3,0,66,,,
1,13,4,28,3,0,69,,,
1,14,4.3,28,3,0,76,,,
1,15,4.6,28,3,0,70,,,
1,16,4.9,28,3,0,69,,,
1,17,5.2,28,3,0,61,,,
1,18,5.5,28,3,0,62,,,
1,19,5.8,28,3,0,73,,,
1,20,6.1,28,3,0,69,,,
1,21,6.4,28,3,0,67,,,
1,22,6.7,28,3,0,66,,,
1,23,7,28,3,0,67,,,
1,24,7.3,28,3,0,73,,,
1,25,7.6,28,3,0,70,,,
6,0,0,28,1,1,67,,,
6,1,0.3,28,1,25,65,,,
6,2,0.6,28,1,5,67,,,
6,3,0.9,28,1,1,71,,,
6,4,1.2,28,1,1,68,,,
6,5,1.5,28,1,0,69,,,
6,6,1.8,28,1,0,63,,,
6,7,2.1,28,1,0,72,,,
6,8,2.4,28,1,0,66,,,
6,9,2.7,28,1,0,69,,,
6,10,3,28,1,0,64,,,
6,11,3.4,28,1,0,70,,,
6,12,3.7,28,1,0,66,,,
6,13,4,28,1,0,71,,,
6,14,4.3,28,1,0,61,,,
6,15,4.6,28,1,0,68,,,
6,16,4.9,28,1,0,67,,,
6,17,5.2,28,1,0,66,,,
6,18,5.5,28,1,0,62,,,
6,19,5.8,28,1,0,70,,,
6,20,6.1,28,1,0,69,,,
6,21,6.4,28,1,0,68,,,
6,22,6.7,28,1,0,70,,,
6,23,7,28,1,0,71,,,
6,24,7.3,28,1,0,77,,,
6,25,7.6,28,1,0,72,,,
7,0,0,28,2,0,66,,,
7,1,0.3,28,2,0,69,,,
7,2,0.6,28,2,0,67,,,
7,3,0.9,28,2,0,70,,,
7,4,1.2,28,2,0,70,,,
7,5,1.5,28,2,0,67,,,
7,6,1.8,28,2,0,65,,,
7,7,2.1,28,2,0,72,,,
7,8,2.4,28,2,0,64,,,
7,9,2.7,28,2,0,65,,,
7,10,3,28,2,0,67,,,
7,11,3.4,28,2,0,69,,,
7,12,3.7,28,2,0,71,,,
7,13,4,28,2,0,62,,,
7,14,4.3,28,2,0,68,,,
7,15,4.6,28,2,0,74,,,
7,16,4.9,28,2,0,65,,,
7,17,5.2,28,2,0,61,,,
7,18,5.5,28,2,0,74,,,
7,19,5.8,28,2,0,70,,,
7,20,6.1,28,2,0,73,,,
7,21,6.4,28,2,0,68,,,
7,22,6.7,28,2,0,66,,,
7,23,7,28,2,0,70,,,
7,24,7.3,28,2,0,72,,,
7,25,7.6,28,2,0,74,,,
3,0,0,28,3,0,71,,,
3,1,0.3,28,3,1,67,,,
3,2,0.6,28,3,0,68,,,
3,3,0.9,28,3,1,70,,,
3,4,1.2,28,3,3,63,,,
3,5,1.5,28,3,1,67,,,
3,6,1.8,28,3,0,68,,,
3,7,2.1,28,3,0,66,,,
3,8,2.4,28,3,0,67,,,
3,9,2.7,28,3,0,76,,,
3,10,3,28,3,0,72,,,
3,11,3.4,28,3,0,74,,,
3,12,3.7,28,3,0,69,,,
3,13,4,28,3,0,71,,,
3,14,4.3,28,3,0,66,,,
3,15,4.6,28,3,0,68,,,
3,16,4.9,28,3,0,67,,,
3,17,5.2,28,3,0,63,,,
3,18,5.5,28,3,0,66,,,
3,19,5.8,28,3,0,66,,,
3,20,6.1,28,3,0,72,,,
3,21,6.4,28,3,0,70,,,
3,22,6.7,28,3,0,76,,,
3,23,7,28,3,0,70,,,
3,24,7.3,28,3,0,79,,,
3,25,7.6,28,3,0,77,,,
7,0,0,28,1,0,64,,,
7,1,0.3,28,1,0,64,,,
7,2,0.6,28,1,0,69,,,
7,3,0.9,28,1,0,63,,,
7,4,1.2,28,1,0,68,,,
7,5,1.5,28,1,0,71,,,
7,6,1.8,28,1,0,70,,,
7,7,2.1,28,1,0,66,,,
7,8,2.4,28,1,0,66,,,
7,9,2.7,28,1,0,67,,,
7,10,3,28,1,0,69,,,
7,11,3.4,28,1,0,72,,,
7,12,3.7,28,1,0,71,,,
7,13,4,28,1,0,67,,,
7,14,4.3,28,1,0,71,,,
7,15,4.6,28,1,0,69,,,
7,16,4.9,28,1,0,72,,,
7,17,5.2,28,1,0,70,,,
7,18,5.5,28,1,0,70,,,
7,19,5.8,28,1,0,67,,,
7,20,6.1,28,1,0,66,,,
7,21,6.4,28,1,0,70,,,
7,22,6.7,28,1,0,73,,,
7,23,7,28,1,0,71,,,
7,24,7.3,28,1,0,74,,,
7,25,7.6,28,1,0,73,63,0,2
2,0,0,28,2,10,71,,,
2,1,0.3,28,2,1,64,,,
2,2,0.6,28,2,0,73,,,
2,3,0.9,28,2,0,69,,,
2,4,1.2,28,2,0,72,,,
2,5,1.5,28,2,0,63,,,
2,6,1.8,28,2,0,67,,,
2,7,2.1,28,2,0,72,,,
2,8,2.4,28,2,0,79,,,
2,9,2.7,28,2,0,71,,,
2,10,3,28,2,0,66,,,
2,11,3.4,28,2,0,71,,,
2,12,3.7,28,2,0,82,,,
2,13,4,28,2,0,68,,,
2,14,4.3,28,2,0,68,,,
2,15,4.6,28,2,0,67,,,
2,16,4.9,28,2,0,71,,,
2,17,5.2,28,2,0,72,,,
2,18,5.5,28,2,0,70,,,
2,19,5.8,28,2,0,74,,,
2,20,6.1,28,2,0,73,,,
2,21,6.4,28,2,0,76,,,
2,22,6.7,28,2,0,74,,,
2,23,7,28,2,0,76,,,
2,24,7.3,28,2,0,78,,,
2,25,7.6,28,2,0,65,,,
2,0,0,28,3,1,62,,,
2,1,0.3,28,3,30,64,,,
2,2,0.6,28,3,30,65,,,
2,3,0.9,28,3,1,62,,,
2,4,1.2,28,3,5,62,,,
2,5,1.5,28,3,0,68,,,
2,6,1.8,28,3,0,69,,,
2,7,2.1,28,3,0,72,,,
2,8,2.4,28,3,0,64,,,
2,9,2.7,28,3,0,64,,,
2,10,3,28,3,0,64,,,
2,11,3.4,28,3,0,69,,,
2,12,3.7,28,3,0,60,,,
2,13,4,28,3,0,64,,,
2,14,4.3,28,3,0,67,,,
2,15,4.6,28,3,0,67,,,
2,16,4.9,28,3,0,68,,,
2,17,5.2,28,3,0,65,,,
2,18,5.5,28,3,0,66,,,
2,19,5.8,28,3,0,62,,,
2,20,6.1,28,3,0,63,,,
2,21,6.4,28,3,0,68,,,
2,22,6.7,28,3,0,67,,,
2,23,7,28,3,0,70,,,
2,24,7.3,28,3,0,67,,,
2,25,7.6,28,3,0,68,,,
3,0,0,28,2,20,67,,,
3,1,0.3,28,2,15,64,,,
3,2,0.6,28,2,1,71,,,
3,3,0.9,28,2,1,71,,,
3,4,1.2,28,2,0,74,,,
3,5,1.5,28,2,0,62,,,
3,6,1.8,28,2,0,64,,,
3,7,2.1,28,2,0,69,,,
3,8,2.4,28,2,0,66,,,
3,9,2.7,28,2,0,70,,,
3,10,3,28,2,0,71,,,
3,11,3.4,28,2,0,86,,,
3,12,3.7,28,2,0,66,,,
3,13,4,28,2,0,72,,,
3,14,4.3,28,2,0,71,,,
3,15,4.6,28,2,0,73,,,
3,16,4.9,28,2,0,70,,,
3,17,5.2,28,2,0,72,,,
3,18,5.5,28,2,0,67,,,
3,19,5.8,28,2,0,69,,,
3,20,6.1,28,2,0,62,,,
3,21,6.4,28,2,0,71,,,
3,22,6.7,28,2,0,72,,,
3,23,7,28,2,0,68,,,
3,24,7.3,28,2,0,71,,,
3,25,7.6,28,2,0,66,,,
6,0,0,28,3,0,77,,,
6,1,0.3,28,3,0,71,,,
6,2,0.6,28,3,1,68,,,
6,3,0.9,28,3,0,72,,,
6,4,1.2,28,3,0,72,,,
6,5,1.5,28,3,0,68,,,
6,6,1.8,28,3,0,69,,,
6,7,2.1,28,3,0,77,,,
6,8,2.4,28,3,0,67,,,
6,9,2.7,28,3,0,71,,,
6,10,3,28,3,0,74,,,
6,11,3.4,28,3,0,73,,,
6,12,3.7,28,3,0,70,,,
6,13,4,28,3,0,69,,,
6,14,4.3,28,3,0,67,,,
6,15,4.6,28,3,0,70,,,
6,16,4.9,28,3,0,71,,,
6,17,5.2,28,3,0,68,,,
6,18,5.5,28,3,0,69,,,
6,19,5.8,28,3,0,72,,,
6,20,6.1,28,3,0,74,,,
6,21,6.4,28,3,0,69,,,
6,22,6.7,28,3,0,71,,,
6,23,7,28,3,0,74,,,
6,24,7.3,28,3,0,70,,,
6,25,7.6,28,3,0,66,,,
3,25,7.6,28,1,0,55,,,
