treatment,distanceft,distancem,DAT,rep,injury,height,stand count 10 ft,injured plants 10 ft,quadrant
4,10,3,28,2,1,48,,,
4,11,3.4,28,2,2,56,,,
4,12,3.7,28,2,1,61,,,
4,13,4,28,2,1,55,,,
4,14,4.3,28,2,0,59,,,
4,15,4.6,28,2,0,56,,,
4,16,4.9,28,2,0,57,,,
4,17,5.2,28,2,0,59,,,
4,18,5.5,28,2,0,58,,,
4,19,5.8,28,2,0,62,,,
4,20,6.1,28,2,0,59,,,
4,21,6.4,28,2,0,59,,,
4,22,6.7,28,2,0,60,,,
4,23,7,28,2,0,57,,,
4,24,7.3,28,2,0,53,,,
4,25,7.6,28,2,0,56,,,
1,0,0,28,2,0,58,,,
1,1,0.3,28,2,0,60,,,
1,2,0.6,28,2,0,57,,,
1,3,0.9,28,2,0,58,,,
1,4,1.2,28,2,0,58,,,
1,5,1.5,28,2,12,55,,,
1,6,1.8,28,2,0,59,,,
1,7,2.1,28,2,0,57,,,
1,8,2.4,28,2,0,55,,,
1,9,2.7,28,2,0,53,,,
1,10,3,28,2,0,64,,,
1,11,3.4,28,2,0,62,,,
1,12,3.7,28,2,0,58,,,
1,13,4,28,2,0,55,,,
1,14,4.3,28,2,0,59,,,
1,15,4.6,28,2,0,53,,,
1,16,4.9,28,2,0,63,,,
1,17,5.2,28,2,0,59,,,
1,18,5.5,28,2,0,60,,,
1,19,5.8,28,2,0,51,,,
1,20,6.1,28,2,0,59,,,
1,21,6.4,28,2,0,60,,,
1,22,6.7,28,2,0,57,,,
1,23,7,28,2,0,56,,,
1,24,7.3,28,2,0,59,,,
1,25,7.6,28,2,0,59,,,
6,0,0,28,1,30,57,,,
6,1,0.3,28,1,30,54,,,
6,2,0.6,28,1,20,58,,,
6,3,0.9,28,1,20,52,,,
6,4,1.2,28,1,10,56,,,
6,5,1.5,28,1,25,53,,,
6,6,1.8,28,1,10,54,,,
6,7,2.1,28,1,15,51,,,
6,8,2.4,28,1,20,54,,,
6,9,2.7,28,1,20,55,,,
6,10,3,28,1,20,56,,,
6,11,3.4,28,1,10,52,,,
6,12,3.7,28,1,10,57,,,
6,13,4,28,1,5,51,,,
6,14,4.3,28,1,1,58,,,
6,15,4.6,28,1,0,61,,,
6,16,4.9,28,1,0,52,,,
6,17,5.2,28,1,0,56,,,
6,18,5.5,28,1,0,58,,,
6,19,5.8,28,1,0,57,,,
6,20,6.1,28,1,0,58,,,
6,21,6.4,28,1,0,59,,,
6,22,6.7,28,1,0,59,,,
6,23,7,28,1,0,58,,,
6,24,7.3,28,1,0,61,,,
6,25,7.6,28,1,0,60,,,
7,0,0,28,2,5,48,,,
7,1,0.3,28,2,3,57,,,
7,2,0.6,28,2,10,58,,,
7,3,0.9,28,2,10,56,,,
7,4,1.2,28,2,8,57,,,
7,5,1.5,28,2,3,59,,,
7,6,1.8,28,2,0,62,,,
7,7,2.1,28,2,0,55,,,
7,8,2.4,28,2,0,57,,,
7,9,2.7,28,2,0,58,,,
7,10,3,28,2,0,59,,,
7,11,3.4,28,2,0,57,,,
7,12,3.7,28,2,0,59,,,
7,13,4,28,2,0,58,,,
7,14,4.3,28,2,0,59,,,
7,15,4.6,28,2,0,59,,,
7,16,4.9,28,2,0,62,,,
7,17,5.2,28,2,0,60,,,
7,18,5.5,28,2,0,58,,,
7,19,5.8,28,2,0,60,,,
7,20,6.1,28,2,0,58,,,
7,21,6.4,28,2,0,56,,,
7,22,6.7,28,2,0,55,,,
7,23,7,28,2,0,60,,,
7,24,7.3,28,2,0,62,,,
7,25,7.6,28,2,0,59,,,
3,0,0,28,3,45,51,,,
3,1,0.3,28,3,50,54,,,
3,2,0.6,28,3,45,53,,,
3,3,0.9,28,3,45,60,,,
3,4,1.2,28,3,40,55,,,
3,5,1.5,28,3,35,50,,,
3,6,1.8,28,3,35,55,,,
3,7,2.1,28,3,20,52,,,
3,8,2.4,28,3,15,53,,,
3,9,2.7,28,3,10,59,,,
3,10,3,28,3,5,58,,,
3,11,3.4,28,3,1,57,,,
3,12,3.7,28,3,0,56,,,
3,13,4,28,3,0,50,,,
3,14,4.3,28,3,0,58,,,
3,15,4.6,28,3,0,58,,,
3,16,4.9,28,3,0,54,,,
3,17,5.2,28,3,0,55,,,
3,18,5.5,28,3,0,57,,,
3,19,5.8,28,3,0,53,,,
3,20,6.1,28,3,0,55,,,
3,21,6.4,28,3,0,54,,,
3,22,6.7,28,3,0,58,,,
3,23,7,28,3,0,56,,,
3,24,7.3,28,3,0,55,,,
3,25,7.6,28,3,0,53,,,
7,0,0,28,1,15,58,,,
7,1,0.3,28,1,15,54,,,
7,2,0.6,28,1,10,55,,,
7,3,0.9,28,1,5,58,,,
7,4,1.2,28,1,8,57,,,
7,5,1.5,28,1,20,56,,,
7,6,1.8,28,1,15,49,,,
7,7,2.1,28,1,12,51,,,
7,8,2.4,28,1,5,54,,,
7,9,2.7,28,1,8,52,,,
7,10,3,28,1,5,56,,,
7,11,3.4,28,1,3,59,,,
7,12,3.7,28,1,0,56,,,
7,13,4,28,1,0,50,,,
7,14,4.3,28,1,0,57,,,
7,15,4.6,28,1,0,55,,,
7,16,4.9,28,1,0,55,,,
7,17,5.2,28,1,0,57,,,
7,18,5.5,28,1,0,56,,,
7,19,5.8,28,1,0,58,,,
7,20,6.1,28,1,0,53,,,
7,21,6.4,28,1,0,60,,,
7,22,6.7,28,1,0,59,,,
7,23,7,28,1,0,57,,,
7,24,7.3,28,1,0,60,,,
7,25,7.6,28,1,0,58,,,
2,0,0,28,2,50,47,,,
2,1,0.3,28,2,45,51,,,
2,2,0.6,28,2,45,49,,,
2,3,0.9,28,2,40,46,,,
2,4,1.2,28,2,35,51,,,
2,5,1.5,28,2,15,48,,,
2,6,1.8,28,2,15,53,,,
2,7,2.1,28,2,20,55,,,
2,8,2.4,28,2,10,58,,,
2,9,2.7,28,2,10,55,,,
2,10,3,28,2,5,57,,,
2,11,3.4,28,2,2,58,,,
2,12,3.7,28,2,2,57,,,
2,13,4,28,2,0,55,,,
2,14,4.3,28,2,0,55,,,
2,15,4.6,28,2,0,56,,,
2,16,4.9,28,2,0,55,,,
2,17,5.2,28,2,0,54,,,
2,18,5.5,28,2,0,56,,,
2,19,5.8,28,2,0,55,,,
2,20,6.1,28,2,0,58,,,
2,21,6.4,28,2,0,55,,,
2,22,6.7,28,2,0,56,,,
2,23,7,28,2,0,59,,,
2,24,7.3,28,2,0,61,,,
2,25,7.6,28,2,0,60,,,
2,0,0,28,3,45,52,,,
2,1,0.3,28,3,50,49,,,
2,2,0.6,28,3,45,53,,,
2,3,0.9,28,3,40,51,,,
2,4,1.2,28,3,40,55,,,
2,5,1.5,28,3,35,60,,,
2,6,1.8,28,3,35,58,,,
2,7,2.1,28,3,30,59,,,
2,8,2.4,28,3,25,57,,,
2,9,2.7,28,3,10,57,,,
2,10,3,28,3,5,56,,,
2,11,3.4,28,3,0,56,,,
2,12,3.7,28,3,0,58,,,
2,13,4,28,3,0,55,,,
2,14,4.3,28,3,0,57,,,
2,15,4.6,28,3,0,60,,,
2,16,4.9,28,3,0,57,,,
2,17,5.2,28,3,0,60,,,
2,18,5.5,28,3,0,60,,,
2,19,5.8,28,3,0,60,,,
2,20,6.1,28,3,0,61,,,
2,21,6.4,28,3,0,58,,,
2,22,6.7,28,3,0,59,,,
2,23,7,28,3,0,60,,,
2,24,7.3,28,3,0,58,,,
2,25,7.6,28,3,0,58,,,
8,0,0,28,1,0,56,,,
8,1,0.3,28,1,0,55,,,
8,2,0.6,28,1,0,57,,,
8,3,0.9,28,1,0,59,,,
8,4,1.2,28,1,0,55,,,
8,5,1.5,28,1,0,54,,,
8,6,1.8,28,1,0,56,,,
8,7,2.1,28,1,0,58,,,
8,8,2.4,28,1,0,50,,,
8,9,2.7,28,1,0,57,,,
8,10,3,28,1,0,55,,,
8,11,3.4,28,1,0,58,,,
8,12,3.7,28,1,0,56,,,
8,13,4,28,1,0,57,,,
8,14,4.3,28,1,0,58,,,
8,15,4.6,28,1,0,51,,,
8,16,4.9,28,1,0,58,,,
8,17,5.2,28,1,0,57,,,
8,18,5.5,28,1,0,54,,,
8,19,5.8,28,1,0,54,,,
8,20,6.1,28,1,0,57,,,
8,21,6.4,28,1,0,62,,,
8,22,6.7,28,1,0,59,,,
8,23,7,28,1,0,60,,,
8,24,7.3,28,1,0,57,,,
8,25,7.6,28,1,0,59,,,
3,0,0,28,2,15,52,,,
3,1,0.3,28,2,15,52,,,
3,2,0.6,28,2,15,51,,,
3,3,0.9,28,2,20,49,,,
3,4,1.2,28,2,25,57,,,
3,5,1.5,28,2,20,46,,,
3,6,1.8,28,2,25,52,,,
3,7,2.1,28,2,20,54,,,
3,8,2.4,28,2,15,57,,,
3,9,2.7,28,2,10,52,,,
3,10,3,28,2,1,60,,,
3,11,3.4,28,2,0,54,,,
3,12,3.7,28,2,0,55,,,
3,13,4,28,2,0,52,,,
3,14,4.3,28,2,0,54,,,
3,15,4.6,28,2,0,54,,,
3,16,4.9,28,2,0,52,,,
3,17,5.2,28,2,0,56,,,
3,18,5.5,28,2,0,57,,,
3,19,5.8,28,2,0,56,,,
3,20,6.1,28,2,0,55,,,
3,21,6.4,28,2,0,50,,,
3,22,6.7,28,2,0,57,,,
3,23,7,28,2,0,60,,,
3,24,7.3,28,2,0,61,,,
3,25,7.6,28,2,0,60,,,
6,0,0,28,3,45,60,,,
6,1,0.3,28,3,40,58,,,
6,2,0.6,28,3,30,54,,,
6,3,0.9,28,3,30,50,,,
6,4,1.2,28,3,25,58,,,
6,5,1.5,28,3,25,55,,,
6,6,1.8,28,3,20,56,,,
6,7,2.1,28,3,20,52,,,
6,8,2.4,28,3,20,57,,,
6,9,2.7,28,3,15,56,,,
6,10,3,28,3,10,56,,,
6,11,3.4,28,3,0,57,,,
6,12,3.7,28,3,0,56,,,
6,13,4,28,3,0,55,,,
6,14,4.3,28,3,0,56,,,
6,15,4.6,28,3,0,57,,,
6,16,4.9,28,3,0,60,,,
6,17,5.2,28,3,0,62,,,
6,18,5.5,28,3,0,57,,,
6,19,5.8,28,3,0,58,,,
6,20,6.1,28,3,0,52,,,
6,21,6.4,28,3,0,51,,,
6,22,6.7,28,3,0,58,,,
6,23,7,28,3,0,60,,,
6,24,7.3,28,3,0,56,,,
6,25,7.6,28,3,0,57,,,
1,0,0,14,1,0,35,68,0,1
1,1,0.3,14,1,0,36,,,
1,2,0.6,14,1,0,40,,,
1,3,0.9,14,1,0,37,,,
1,4,1.2,14,1,0,40,,,
1,5,1.5,14,1,0,35,,,
1,6,1.8,14,1,0,43,,,
1,7,2.1,14,1,0,39,,,
1,8,2.4,14,1,0,40,,,
1,9,2.7,14,1,0,42,,,
1,10,3,14,1,0,40,,,
1,11,3.4,14,1,0,36,,,
1,12,3.7,14,1,0,30,,,
1,13,4,14,1,0,40,,,
1,14,4.3,14,1,0,39,,,
1,15,4.6,14,1,0,40,,,
1,16,4.9,14,1,0,40,,,
1,17,5.2,14,1,0,38,,,
1,18,5.5,14,1,0,38,,,
1,19,5.8,14,1,0,40,,,
1,20,6.1,14,1,0,40,,,
1,21,6.4,14,1,0,38,,,
1,22,6.7,14,1,0,36,,,
1,23,7,14,1,0,40,,,
1,24,7.3,14,1,0,36,,,
1,25,7.6,14,1,0,38,,,
1,0,0,14,2,0,36,,,
1,1,0.3,14,2,0,40,,,
1,2,0.6,14,2,0,44,,,
1,3,0.9,14,2,0,40,,,
1,4,1.2,14,2,0,40,,,
1,5,1.5,14,2,0,38,,,
1,6,1.8,14,2,0,36,,,
1,7,2.1,14,2,0,38,,,
1,8,2.4,14,2,0,36,,,
1,9,2.7,14,2,0,42,,,
1,10,3,14,2,0,40,,,
1,11,3.4,14,2,0,40,,,
1,12,3.7,14,2,0,42,,,
1,13,4,14,2,0,38,,,
1,14,4.3,14,2,0,44,,,
1,15,4.6,14,2,0,40,,,
1,16,4.9,14,2,0,38,,,
1,17,5.2,14,2,0,42,,,
1,18,5.5,14,2,0,44,,,
1,19,5.8,14,2,0,42,,,
1,20,6.1,14,2,0,44,,,
1,21,6.4,14,2,0,40,,,
1,22,6.7,14,2,0,38,,,
1,23,7,14,2,0,36,,,
1,24,7.3,14,2,0,40,69,0,4
2,0,0,14,1,10,30,65,65,4
2,1,0.3,14,1,10,40,,,
2,2,0.6,14,1,12,39,,,
2,3,0.9,14,1,15,37,,,
2,4,1.2,14,1,25,38,,,
2,5,1.5,14,1,20,42,,,
2,6,1.8,14,1,30,38,,,
2,7,2.1,14,1,30,36,,,
2,8,2.4,14,1,35,41,,,
2,9,2.7,14,1,10,44,,,
2,10,3,14,1,10,39,,,
2,11,3.4,14,1,8,42,,,
2,12,3.7,14,1,10,40,,,
2,13,4,14,1,5,39,,,
2,14,4.3,14,1,2,37,,,
2,15,4.6,14,1,1,42,,,
2,16,4.9,14,1,1,39,,,
2,17,5.2,14,1,0,41,,,
2,18,5.5,14,1,0,42,,,
2,19,5.8,14,1,0,33,,,
2,20,6.1,14,1,0,39,,,
2,21,6.4,14,1,0,42,,,
2,22,6.7,14,1,0,48,,,
2,23,7,14,1,0,37,,,
2,24,7.3,14,1,0,42,,,
2,25,7.6,14,1,0,42,,,
2,0,0,14,2,30,42,,,
2,1,0.3,14,2,40,38,,,
2,2,0.6,14,2,40,39,,,
2,3,0.9,14,2,40,40,,,
2,4,1.2,14,2,35,42,,,
2,5,1.5,14,2,15,40,,,
2,6,1.8,14,2,20,40,,,
2,7,2.1,14,2,20,42,,,
2,8,2.4,14,2,15,42,,,
2,9,2.7,14,2,5,39,,,
2,10,3,14,2,10,37,,,
2,11,3.4,14,2,1,36,,,
2,12,3.7,14,2,0,38,,,
2,13,4,14,2,0,39,,,
2,14,4.3,14,2,0,40,,,
2,15,4.6,14,2,0,42,,,
2,16,4.9,14,2,0,42,,,
2,17,5.2,14,2,0,40,,,
2,18,5.5,14,2,0,42,,,
2,19,5.8,14,2,0,40,,,
2,20,6.1,14,2,0,38,,,
2,21,6.4,14,2,0,42,,,
2,22,6.7,14,2,0,44,,,
2,23,7,14,2,0,40,,,
2,24,7.3,14,2,0,42,,,
2,25,7.6,14,2,0,43,69,69,1
2,0,0,14,3,40,40,,,
2,1,0.3,14,3,40,38,,,
2,2,0.6,14,3,40,40,,,
2,3,0.9,14,3,35,40,,,
2,4,1.2,14,3,35,40,,,
2,5,1.5,14,3,30,40,,,
2,6,1.8,14,3,25,42,,,
2,7,2.1,14,3,15,40,,,
2,8,2.4,14,3,10,42,,,
2,9,2.7,14,3,10,35,,,
2,10,3,14,3,5,42,,,
2,11,3.4,14,3,1,38,,,
2,12,3.7,14,3,0,40,,,
2,13,4,14,3,0,42,,,
2,14,4.3,14,3,0,42,,,
2,15,4.6,14,3,0,40,,,
